VOLUNTEER QUALITY CONTROL
                      volunteer_id       bias   scatter  n_overlap  teolixx_mean_count  relative_scatter
                          irunnall  -2.625000  3.889087          8            9.375000          0.414836
                           adamsss  -2.750000  4.349329          4           10.500000          0.414222
                         emistrens  -0.222222  2.438123          9            5.888889          0.414021
                     connertimario  -4.000000  4.000000          3            9.666667          0.413793
                           eharing  -0.764706  2.359275         17            5.705882          0.413481
                         sabrina76   0.312500  1.333616         24            3.229167          0.412991
                 parmagnus_utep615   0.500000  5.567764          4           13.500000          0.412427
not-logged-in-c68be2b1133e17b85749  -0.666667  2.886751          3            7.000000          0.412393
                       FirstFlight  -1.000000  2.768875          7            6.714286          0.412386
                        ANDREA1710   0.250000  1.752549          8            4.250000          0.412365
                          zlrara01   0.500000  2.267787          8            5.500000          0.412325
                        nellie4now  -2.333333  4.213075          9           10.222222          0.412149
not-logged-in-9c6a4fda36c46a45cbec  -0.600000  2.302173          5            5.600000          0.411102
                        bevans4243   1.500000  3.696846          4            9.000000          0.410761
                            hcogan  -2.166667  3.763863          6            9.166667          0.410603
                          Berardia  -1.444444  2.006932          9            4.888889          0.410509
                           ggoodbr  -0.294118  3.836742         17            9.352941          0.410218
                          cassilly   2.000000  3.937004          5            9.600000          0.410105
not-logged-in-1b4bd3cb13643dd06bbf  -1.000000  1.690309          8            4.125000          0.409772
                       CristobalN1   1.000000  2.581989         13            6.307692          0.409340
not-logged-in-2cc4106a4346eb414290  -4.166667  3.816630          6            9.333333          0.408925
                             mstfa  -2.750000  2.927146         12            7.166667          0.408439
